Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;accueil;courrier;reseaux sociaux;Description_2;Description_3;clusters
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   il m est dommage de ne pouvoir supprimer  le document transmis   refuse  puisqu il  n est pas celui demande ou il ne correspond pas au libelle selectionne lors de l envoi dematerialise    c est bien dommage de n en avoir pas la main  ce n est pas mon  ressenti  mais  bel et bien mon vecu  verifiable en ligne  sur le site officiel du pole emploi   j en suis donc desole   sincerement   un minuscule quinquagenaire;1;0;0;0;0;0.0;0.0;['docu', 'puisqu', 'libel', 'selection', 'dematerialis', 'main', 'verifi', 'officiel', 'desol', 'sincer', 'minuscul', 'quinquagenair'];docu puisqu libel selection dematerialis main verifi officiel desol sincer minuscul quinquagenair;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ca m est insupportable de recevoir des courriers electroniques frauduleux  pour soi disant proposer un emploi  alors que j ai refuse  en ligne  sur le site du pole emploi  la communication de mes coordonnees et  notamment  mon adresse electronique  ce n est pas du tout mon  ressenti  mais  mon veritable vecu  verifiable  en ligne  sur le site du pole emploi   j en suis donc desole   sincerement   un minuscule quinquagenaire;1;0;0;0;0;0.0;0.0;['insupport', 'courri', 'electron', 'fraudul', 'soi', 'electron', 'verifi', 'desol', 'sincer', 'minuscul', 'quinquagenair'];insupport courri electron fraudul soi electron verifi desol sincer minuscul quinquagenair;-1
et oui  j ai ete radiee  pourquoi  parce que je travaille dans la fonction publique comme vacataire et que je n ai pas les papiers a temps  jamais les bons  bravo  je suis seule avec deux enfants   ;1;0;1;0;0;0.0;0.0;['radie', 'vacatair'];radie vacatair;-1
je n ai pas pu m actualiser car l application m oblige a renseigner les champs des employeurs connus alors que je n ai pas travaille ce mois de decembre  sur les conseils de ma conseillere  j ai renseigne le nombre d heures  1  et le salaire  0   et la ca a bien voulu valider mon actualisation  je ne comprends pas pourquoi il faut renseigner un nombre d heures alors que je n en ai effectue aucune  pourquoi avoir modifie une application qui fonctionnait tres bien et qui etait tres simple ;1;1;0;1;0;0.0;0.0;['employeur', 'connus', 'salair'];employeur connus salair;0
suite a une reorientation en octobre  2021  je suis restee 8 mois sans ecole et j ai donc trouve un petit job   a la rentree 2022  inscription en poche dans ma nouvelle ecole pour des etudes qui me plaisent enormement  j ai contracte un pret etudiant   j ai attendu 3 mois avant de me presenter a pole emploi mais j obtiens comme reponse que je n ai pas le droit au chomage car j ai demissionne d un cdi  grande deception   j ai travaille et aurais pu percevoir une belle somme me dit la conseillere  mais rien apres une demission  elle insiste lourdement  je pleure en la quittant   apres renseignement  je pensai avoir le droit a une bourse  mais voila que j ai appele le crous 3 jours trop tard     je peux donc rester sombrer un peu plus dans la precarite  je n ai le droit a rien  je ne suis rien qu une petite etudiante a qui la societe ne laissera aucune chance de s en sortir  comme bon nombre de francais  mes parents se levent tous les jours pour travailler  jamais d aide pour eux et en cascade pour moi  c est miserable ;1;0;1;0;1;0.0;0.0;['reorient', 'reste', 'ecol', 'job', 'rentre', 'poch', 'ecol', 'etud', 'plaisent', 'contract', 'pret', 'etudi', 'attendu', 'obtien', 'repons', 'chomag', 'demission', 'cdi', 'decept', 'percevoir', 'somm', 'demiss', 'insist', 'lourd', 'pleur', 'quitt', 'bours', 'appel', 'crous', 'sombr', 'precarit', 'etudi', 'levent', 'cascad', 'miser'];reorient reste ecol job rentre poch ecol etud plaisent contract pret etudi attendu obtien repons chomag demission cdi decept percevoir somm demiss insist lourd pleur quitt bours appel crous sombr precarit etudi levent cascad miser;-1
j ai une quinzaine d employeurs particuliers qui me paient en cesu  demain  le 15 12  je serai vire de pole emploi car il m est devenu impossible de m actualiser  en effet  je suis cense indiquer le nombre d heures effectuees pour chaque  employeur connu de pole emploi    or  la quasi totalite des  employeurs connus  affiches sont des gens que je n ai pas vus le mois dernier   ou que je n ai carrement pas vus depuis 10 ans  certains sont peut etre meme decedes  d autres sont identifies sous l appellation  gens de maison 36 32   ce qui n aide pas vraiment a leur identification      bref  si je veux rester inscrit  je dois mentionner 1 h 00 fictive pour 1 euro de paye  a chaque ligne  d employeurs connus   puis mentionner la reelle somme d heures plus bas  sinon c est impossible de passe a l etape suivante   l  actualisation est deja extremement longue a faire s il faut faire le detail d une dizaine d employeurs reguliers par mois   mais la elle est carrement devenue impossible   tout cela ressemble malheureusement a une volonte deliberee de rendre l acces a pole emploi tres difficile  voire impossible dans mon cas   la meilleure preuve en est que pole emploi elle meme dit avoir les informations en provenance du cesu     alors pourquoi afficher des employeurs fantomes    pourquoi afficher les noms des employeurs sous un numero tel que   y2245255122332239  et nous demander de chercher a qui ca correspond parmi nos 15 ou 20 employeurs avant d y reporter les heures effectuees   aujourd hui  j ai perdu une apres midi de travail pour essayer de demeler ce probleme pole emploi  petit paradoxe     qui plus est sans reussite   aux lecteurs  cordialement ;1;1;0;0;0;0.0;0.0;['quinzain', 'employeur', 'paient', 'demain', 'vir', 'employeur', 'quas', 'totalit', 'employeur', 'connus', 'vus', 'carr', 'vus', 'deced', 'identif', 'appel', 'maison', '36', '32', 'identif', 'inscrit', 'h', '00', 'fictiv', 'pay', 'employeur', 'connus', 'somm', 'etap', 'extrem', 'dizain', 'employeur', 'reguli', 'carr', 'ressembl', 'volont', 'delibere', 'meilleur', 'proven', 'employeur', 'fantom', 'employeur', 'tel', 'y2245255122332239', 'parm', 'employeur', 'report', 'demel', 'paradox', 'reussit', 'lecteur'];quinzain employeur paient demain vir employeur quas totalit employeur connus vus carr vus deced identif appel maison 36 32 identif inscrit h 00 fictiv pay employeur connus somm etap extrem dizain employeur reguli carr ressembl volont delibere meilleur proven employeur fantom employeur tel y2245255122332239 parm employeur report demel paradox reussit lecteur;0
urssaf delivre un seul bulletin de salaire pour une fratrie  alors qu il y a obligation de faire 2 contrats de travail puisqu un enfant est en annee incomplete et sa sur en annee periscolaire  pole emploi exige 2 bulletins puisque il y a 2 contrats  impossible de faire un avenant sur un enfant puisque les contrats et les conditions d accueil sont totalement differents pour chaque enfant  tous les mois  la galere pour l actualisation avec pole emploi  puisque les parents ne me donnent que l unique bulletin de salaire urssaf  malgre les appels telephoniques des parent a l organisme public qui gere cela  aucune correlation entre pole emploi et l urssaf  la reponse suggeree est de faire une attestation des parents pour pole emploi  a joindre avec l actualisation  chose faite le premier mois  2 bulletins et 2 attestations manuelles des parents  et le 2eme mois je me retrouve  a nouveau  avec un seul bulletin et pas de solution avec l actualisation qui attend toujours 2 bulletins  rubrique connue  pre remplie sur le site pour 2 contrats  qui a trouve la solution  je suis tout a l ecoute de votre experience identique a ma situation  merci d avance pour votre aide ;1;0;0;0;0;0.0;0.0;['urssaf', 'delivr', 'bulletin', 'salair', 'fratr', 'contrat', 'puisqu', 'incomplet', 'periscolair', 'bulletin', 'contrat', 'aven', 'contrat', 'condit', 'galer', 'donnent', 'uniqu', 'bulletin', 'salair', 'urssaf', 'appel', 'correl', 'urssaf', 'repons', 'suggere', 'attest', 'bulletin', 'attest', 'manuel', '2em', 'bulletin', 'attend', 'bulletin', 'contrat', 'ident'];urssaf delivr bulletin salair fratr contrat puisqu incomplet periscolair bulletin contrat aven contrat condit galer donnent uniqu bulletin salair urssaf appel correl urssaf repons suggere attest bulletin attest manuel 2em bulletin attend bulletin contrat ident;0
j ai ete contactee par une conseillere pole emploi d un ton assez agressif qui s etonnait que j envoie des candidatures trop eloigne de mon lieu de residence;1;0;0;0;0;0.0;0.0;['contacte', 'agress', 'eton', 'eloign', 'resident'];contacte agress eton eloign resident;0
le justificatif pole emploi a telecharger apres declaration mensuelle ne recapitule plus les heures et les montants declares ;1;0;0;0;0;0.0;0.0;['justif', 'declar', 'recapitul', 'declar'];justif declar recapitul declar;-1
ma premiere actualisation s est bien deroulee  le service est simple et clair il faut juste avoir un scanner pour pouvoir envoyer  via le site  les bulletins de salaire  au plaisir de refaire on actualisation le mois prochain;1;0;0;0;0;0.0;0.0;['deroule', 'bulletin', 'salair', 'plais', 'refair'];deroule bulletin salair plais refair;0
site pole emploi  apres avoir selectionne le document que je souhaite envoyer  j appuie sur valide  le systeme mouline puis m indique que je n ai selectionne aucun document et me l efface  voila une cinquantaine de fois que j essaie en vain  je vais devoir me deplacer  que de temps perdu ;1;0;0;0;0;0.0;0.0;['selection', 'docu', 'appui', 'system', 'moulin', 'selection', 'docu', 'effac', 'cinquantain', 'vain'];selection docu appui system moulin selection docu effac cinquantain vain;-1
contexte d envoie   je peux seulement selectionner actualisation   changement de situation  impossible d envoyer mes documents pour finaliser l inscription;1;0;0;0;0;0.0;0.0;['context', 'selection', 'docu'];context selection docu;-1
pole emploi qui refuse trops souvent des pdf sous pretexte qu ils sont trops lourd  c est inadmissible    je connais tres bien internet  c est possible  a bon entendeur  cordialement;1;0;0;1;0;0.0;0.0;['trop', 'pdf', 'pretext', 'trop', 'lourd', 'inadmissibl', 'internet', 'entendeur'];trop pdf pretext trop lourd inadmissibl internet entendeur;-1
coordonnees employeurs cesu non enregistrees et non preremplies par pole emploi lors des  actualisations mensuelles ;1;0;0;0;0;0.0;0.0;['employeur', 'enregistre', 'prerempl'];employeur enregistre prerempl;0
voila plus de 6 mois que je suis inscrit comme demandeur d emploi  durant ces 6 mois j ai enchaine les demandes de justificatifs  les refus et de nombreuses explications fumeuses quant aux raisons qui font que je ne suis toujours pas indemnise  ces conseillers indemnisation doivent probablement avoir trop de dossier a gerer  mais la legerete avec laquelle ils repondent est scandaleuse  je plains les personnes vulnerables ou en difficulte sociale qui doivent affronter ce broyeur social  si j avais fait preuve d autant de legerete dans mon emploi prive  les consequences auraient ete graves et je n aurais pas tenu un mois  bon courage a tous ceux dont la situation est complexe  hors du standard   ;1;0;1;1;0;0.0;0.0;['inscrit', 'enchain', 'justif', 'nombreux', 'fumeux', 'raison', 'indemnis', 'indemnis', 'probabl', 'dossi', 'legeret', 'repondent', 'scandal', 'plain', 'vulner', 'affront', 'broyeur', 'legeret', 'grav', 'tenu', 'courag', 'hor', 'standard'];inscrit enchain justif nombreux fumeux raison indemnis indemnis probabl dossi legeret repondent scandal plain vulner affront broyeur legeret grav tenu courag hor standard;-1
suite de mon post du 09 12 2022  ma conseillere pole emploi m a renvoye un courriel quasi identique a l initial  celui ci a neanmoins ete precede d un appel telephonique de ma conseillere pole emploi au cours duquel elle m a precise qu il n y avait aucun texte reglementaire relatif au courrier intitule   chomage indemnise   regularisation de carriere     comment est ce possible qu il n existe aucun texte reglementaire   comment esperer que renouveler ma demande de ce courrier  chomage indemnise   regularisation de carriere  sans reference a un texte reglementaire me permette d atteindre un resultat different aupres de mes caisses de retraite   pourquoi le releve de carriere n est il pas suffisant   arcanes administratifs qui mettent les administres face a une situation kafkaienne traumatisante ;0;0;1;1;0;0.0;0.0;['09', 'renvoy', 'courriel', 'quas', 'ident', 'initial', 'neanmoin', 'preced', 'appel', 'duquel', 'reglementair', 'courri', 'intitul', 'chomag', 'indemnis', 'reglementair', 'renouvel', 'courri', 'chomag', 'indemnis', 'reglementair', 'atteindr', 'caiss', 'retrait', 'arcan', 'administr', 'mettent', 'administr', 'fac', 'kafkaien', 'traumatis'];09 renvoy courriel quas ident initial neanmoin preced appel duquel reglementair courri intitul chomag indemnis reglementair renouvel courri chomag indemnis reglementair atteindr caiss retrait arcan administr mettent administr fac kafkaien traumatis;0
intermittante en cdi  je n ai pas travaille en decembre mais il est impossible de mettre 0h dans ma declaration  ;0;1;0;0;0;0.0;0.0;['intermitt', 'cdi', '0h', 'declar'];intermitt cdi 0h declar;-1
dans ce nouveau fonctionnement on ne peut plus telecharger son attestation d actualisation  c est un detail important pour eviter de gacher du papier et de l encre    ou est la demarche ecologique  ;1;1;0;1;0;0.0;0.0;['attest', 'gach', 'encre', 'demarch', 'ecolog'];attest gach encre demarch ecolog;0
bonjour   voila un peu moins de 3 mois que je suis au chomage et je n ai toujours pas eu d entretien telephonique ni de rendez vous ni de mail de ma conseillere pole emploi   le probleme est que je souhaite integrer une formation  qui m a ete recommande par une branche specifique de pole emploi  a laquelle j ai ete admis   on me demande desormais de prendre contact avec la dite conseillere pour suivre les demarche d inscription  la formation demarrant dans moins de 15 jours   il serait tres appreciable que pour un service sense aider a un retour a l emploi et a la formation  qu il y ai plus de reactivite  inferieur a 2 semaines serait le minimum de la decence  concernant certains sujets urgents  plutot que de seulement envoyer des notifications de rendez vous pour dans 2 mois   cordiamement ;0;1;1;1;0;0.0;0.0;['chomag', 'integr', 'format', 'recommand', 'branch', 'specif', 'admis', 'contact', 'demarch', 'format', 'demarr', 'appreci', 'sens', 'format', 'reactivit', 'inferieur', 'decenc', 'urgent', 'cordiam'];chomag integr format recommand branch specif admis contact demarch format demarr appreci sens format reactivit inferieur decenc urgent cordiam;3
je souhaite transmettre un document autre qu un document relatif a l actualisation de ma situation  c est le seul choix que l on me propose pour joindre un document a mon dossier  mon document est systematiquement refuse car il ne correspond pas a un document d actualisation de ma situation  votre site internet pole emploi n est pas concu pour que je puisse vous transmettre un document pourtant necessaire a l etude de mes droits  quand je viens en agence  on me dit que dans la mesure ou aucun document ne m est demande sur mon espace  je ne peux deposer aucun document papier  quand j envoie un message a mon conseiller indemnisation  on me repond certes en 24h mais systematiquement a cote de la plaque et sans aucune consideration de ma situation  cette reponse ne m apporte donc absolument rien  j ai la sensation que l agent se debarrasse du mail pour realiser les resultats statistiques demandes par sa hierarchie  par pitie  a toutes les personnes qui travaillent dans les services publics a quelque niveau que ce soit jusqu a nos elus les plus hauts places  considerez les gens a qui vous vous adressez  ce type de reponse est honteux  dans service public  on trouve bien le mot service  or  aucune solution  aucun service n est propose  rendez le service que les citoyens sont en droit de recevoir  et faites le de maniere humaine  merci de m avoir lue ;1;1;0;1;1;0.0;0.0;['docu', 'docu', 'docu', 'dossi', 'docu', 'docu', 'internet', 'concu', 'docu', 'etud', 'docu', 'docu', 'indemnis', 'cert', '24h', 'plaqu', 'repons', 'apport', 'sensat', 'agent', 'debarr', 'statist', 'hierarch', 'pit', 'travaillent', 'elus', 'haut', 'plac', 'consid', 'repons', 'citoyen', 'lu'];docu docu docu dossi docu docu internet concu docu etud docu docu indemnis cert 24h plaqu repons apport sensat agent debarr statist hierarch pit travaillent elus haut plac consid repons citoyen lu;-1
pole emploi a plus d un mois de retard sur le paiement de mes allocations  et cette situation dure depuis plusieurs mois  leurs services sont injoignable  autant le 3949 ou aucun conseiller n est joignable  que le conseiller referent qui ne repond a aucun mail  plusieurs reclamations ont ete envoyees  mais a chaque fois une reponse ubuesque a ete apportee   il faut appeler le 3949  ou encore  veuillez prendre contact avec votre conseiller referent   alors qu aucun ne repond   ces retard de paiement entrainent des frais chaque mois  et la situation n avance pas ;0;1;1;1;0;0.0;0.0;['retard', 'pai', 'alloc', 'injoign', '3949', 'joignabl', 'reclam', 'envoye', 'repons', 'ubuesqu', 'apporte', 'appel', '3949', 'contact', 'retard', 'pai', 'entrainent', 'frais'];retard pai alloc injoign 3949 joignabl reclam envoye repons ubuesqu apporte appel 3949 contact retard pai entrainent frais;-1
j ai ete au chomage d avril 2020 a aout 2021  ma caisse de retraite demande un justificatif des periodes indemnisees  j appelle pole emploi et on me repond    vous devez demander un rendez vous a l agence et vous rendre sur place pour faire votre demande et obtenir ce document   de plus  je suis handicape     ;0;0;1;0;0;0.0;0.0;['chomag', 'caiss', 'retrait', 'justif', 'indemnise', 'appel', 'docu', 'handicap'];chomag caiss retrait justif indemnise appel docu handicap;0
la procedure d inscription au pole emploi en ligne est tres bien faite et simple  globalement  entre toutes les interfaces en ligne que j ai pu utiliser  ameli  impots  urssaf     et avec l aide de france connect  nos services publics digitalises sont bien penses et agreables a utiliser  merci car c est un enorme boulot  ;1;0;0;0;0;0.0;0.0;['procedur', 'global', 'interfac', 'amel', 'impot', 'urssaf', 'connect', 'digitalis', 'boulot'];procedur global interfac amel impot urssaf connect digitalis boulot;0
j ai suivi la nouvelle procedure sans probleme car elle est tres lisible  mais a mon grand etonnement  si les dates de travail etaient bonnes  les montant enregistres ne correspondaient pas a mes documents  edites par un autre organisme public  le guso  et il n y avait aucun moyen de les rectifier  j ai depose une reclamation car je ne pouvais joindre personne au telephone ni me deplacer car j etais malade  sans reponse rapide et la date limite approchant  j ai du terminer la procedure de declaration avec les chiffres pre enregistres et donc faire une declaration sur l honneur contenant des chiffres errones   il y a la un gros dysfonctionnement ;1;1;1;0;0;0.0;0.0;['procedur', 'lisibl', 'eton', 'docu', 'edit', 'guso', 'rectifi', 'reclam', 'malad', 'repons', 'approch', 'procedur', 'declar', 'declar', 'honneur', 'conten', 'erron'];procedur lisibl eton docu edit guso rectifi reclam malad repons approch procedur declar declar honneur conten erron;0
suite a plusieurs entretiens avec un conseiller de pole emploi  celui ci m a clairement dit que je ne pouvait pas faire mon metier sans meme s informer sur celui ci   je suis specialise depuis 15 ans en renovation du bati ancien et construction durable en cabinet d architecture  je viens de terminer une remise a niveau en bim  selon mon conseiller je dois chercher dans un  bureau d etude qui fait de la plomberie ou dans le beton arme sous pretexte qu il y a des offres  or je ne suis pas specialise dans ces domaines  et cela n a rien a voir avec mes competences   ca fait des annees que j entend ce discours a chaque passage chez pole emploi  il serait temps de faire des agences par specialite comme le font les agences d interim   au passage vos prestataires  c est pareil  meconnaissance du metier mais quand on leur demande des  conseils  ils ne savent pas quoi repondre   cordialement ;0;1;1;0;1;0.0;0.0;['specialis', 'renov', 'construct', 'durabl', 'cabinet', 'architectur', 'remis', 'bim', 'selon', 'bureau', 'etud', 'plomber', 'beton', 'arme', 'pretext', 'offre', 'specialis', 'domain', 'entend', 'discour', 'passag', 'specialit', 'interim', 'passag', 'prestatair', 'pareil', 'meconnaiss', 'savent'];specialis renov construct durabl cabinet architectur remis bim selon bureau etud plomber beton arme pretext offre specialis domain entend discour passag specialit interim passag prestatair pareil meconnaiss savent;4
bonjour  lors de l actualisation  il nous est demande si l on est alle en formation  j ai repondu  oui  car j etais fait 1 5 jours de formation sur une thematique precise et technique afin de maintenir mes connaissances  type de formation que je suis amenee a refaire  or il n est pas precise qu il ne faut cocher  oui  qu a partir de 40h  si j ai bien compris   en conclusion  j ai eu pas mal de souci  car il a ete considere que j avais une activite et donc que je ne pouvais pas percevoir mes allocations alors que  1  je payais moi meme cette formation  non eligible cpf  2  elle etait tres courte  il a fallu l aide de ma conseillere pour annuler la formation  rejeter les documents telecharges   ;1;0;0;1;0;0.0;0.0;['format', 'format', 'themat', 'mainten', 'format', 'amene', 'refair', '40h', 'compr', 'conclus', 'souc', 'percevoir', 'alloc', 'pai', 'format', 'eligibl', 'cpf', 'court', 'fallu', 'format', 'docu', 'telecharg'];format format themat mainten format amene refair 40h compr conclus souc percevoir alloc pai format eligibl cpf court fallu format docu telecharg;3
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ce n est pas mon  ressenti  mais  bel et bien  mon veritable vecu en ligne  sur le site du pole emploi  parce qu aucun creneau horaire ne demeure disponible je ne suis plus recu en agence  alors que je n entends pas bien par telephone  parce que je n ai un bon appareil  ni un bon reseau ou une bonne audition  malheureusement et  malgre moi   j en suis donc desole   sincerement   un minuscule quinquagenaire;0;1;1;0;0;0.0;0.0;['creneau', 'horair', 'demeur', 'entend', 'appareil', 'reseau', 'audit', 'desol', 'sincer', 'minuscul', 'quinquagenair'];creneau horair demeur entend appareil reseau audit desol sincer minuscul quinquagenair;-1
j ai transmis deux fois un bulletin de salaire a pole  emploi  qui le refuse par deux fois  sans explication    j envoie donc un e mail a mon  conseiller indemnisation  en demandant pourquoi ce bulletin est refuse    il me repond qu il l est car il manque une page a ce bulletin de salaire  or  il ne manque aucune page a ce bulletin de salaire  toutes les informations figurent sur la meme page    j ignore quoi faire de plus  j ai transmis les documents necessaires et je ne recois aucune explication utile ;1;1;0;1;0;0.0;0.0;['bulletin', 'salair', 'e', 'indemnis', 'bulletin', 'bulletin', 'salair', 'bulletin', 'salair', 'figurent', 'ignor', 'docu', 'util'];bulletin salair e indemnis bulletin bulletin salair bulletin salair figurent ignor docu util;0
a plusieurs reprises  et notamment hier  j ai voulu appeler pole emploi car j avais un besoin imperatif  des le decrochage  le serveur vocal disait  a chaque fois que pole emploi avait tente de me joindre  et que si je n avais pas reussi a les contacter entre temps  je devais appeler le 3939 et ca raccrochait    a chaque appel  le message etait le meme  aucun autre message ou possibilite de choix n etait donne   c est insupportable pour une plateforme de service public   je ne sais plus quoi faire  ;0;0;1;0;0;0.0;0.0;['hi', 'appel', 'imper', 'decrochag', 'serveur', 'vocal', 'contact', 'appel', '3939', 'raccroch', 'appel', 'insupport', 'plateform'];hi appel imper decrochag serveur vocal contact appel 3939 raccroch appel insupport plateform;-1
je n arrete pas de rechercher  d analyser des offres  je postule aux offres en fonction de mes competences et de mes experiences  souvent  les offres proposees par le pole emploi arrivent apres que j ai deja postule sur ces meme entreprises  j attendrais donc un travail de complementarite  appui de candidature   seconde chance de repostuler    de prouver ma  motivation pour le poste deja convoite  ;1;0;0;1;0;0.0;0.0;['analys', 'offre', 'offre', 'offre', 'propose', 'arrivent', 'complementarit', 'appui', 'second', 'repostul', 'prouv', 'convoit'];analys offre offre offre propose arrivent complementarit appui second repostul prouv convoit;-1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute  ce n est toujours pas mon  ressenti  mais  bel et bien  mon veritable vecu decrit ci dessous  le site du pole emploi ne cesse de m exasperer  notamment des messages d erreur quotidiens  comme celui ci dessous et  pour n importe quelle raison  service indisponible nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement   j en suis donc desole   sincerement   un minuscule quinquagenaire;1;0;0;0;0;0.0;0.0;['decr', 'dessous', 'cess', 'exasper', 'quotidien', 'dessous', 'indisponibl', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', 'desol', 'sincer', 'minuscul', 'quinquagenair'];decr dessous cess exasper quotidien dessous indisponibl prion desagr inviton connect ulterieur desol sincer minuscul quinquagenair;-1
un jour les assedic spectacle ont decide de changer l interface utilisateur pour l actualisation des intermittents  ils ont pris le loisir   certainement pour nous aider  de pre remplir les attestation fournit par les employeurs  aem   malheureusement plus de 80  des informations se revelent inexactes  il faut desormais passe plus d une heure pour remplir 9 jours de travail    quand sera t il pour les mois ou l on travaille 17 jours    de plus  la ou il suffisait d une feuille pour faire un recapitulatif de la declaration faite  maintenant il faut 4 feuilles pour 9 jours de travail  je m apprete a acheter une ramette de papier ainsi qu une cartouche d imprimante pour le mois prochain qui contiendra 17 jours de travail  merci de preserver les forets francaise  ;1;1;0;0;0;0.0;0.0;['assedic', 'interfac', 'intermittent', 'lois', 'attest', 'employeur', 'aem', '80', 'revelent', 'inexact', '9', '17', 'recapitul', 'declar', '9', 'appret', 'achet', 'ramet', 'cartouch', 'contiendr', '17', 'preserv', 'foret', 'francais'];assedic interfac intermittent lois attest employeur aem 80 revelent inexact 9 17 recapitul declar 9 appret achet ramet cartouch contiendr 17 preserv foret francais;0
pole emploi a ete totalement incapable de resoudre mon probleme de mis en disponibilite d office  aucun interlocuteur capable de comprendre cette situation  une conseillere pole emploi m a carrement dit que meme dans le coma  je devais joindre un justificatif de travail alors qu elle devait juste se rapprocher de mon employeur afin de debloquer mes droits aux indemnites  aucune maitrise de son poste de travail  ;0;0;0;0;1;0.0;0.0;['resoudr', 'disponibilit', 'offic', 'interlocuteur', 'capabl', 'carr', 'com', 'justif', 'rapproch', 'employeur', 'debloqu', 'indemnit', 'maitris'];resoudr disponibilit offic interlocuteur capabl carr com justif rapproch employeur debloqu indemnit maitris;-1
je connaissais le site des offres d emploi de pole emploi il y a quelques annees  aujourd hui  je suis tres surprise de l evolution du site qui est simple et surtout clair dans son utilisation ;1;0;0;0;0;0.0;0.0;['offre', 'evolu'];offre evolu;-1
visite sur le site de pole emplois et mon compte   site optimal  tres facile a utiliser  je le recomande vivement;1;0;0;0;0;0.0;0.0;['visit', 'compt', 'optimal', 'recomand', 'viv'];visit compt optimal recomand viv;-1
le conseiller qui m a suivi durant mon accompagnement global pole emploi m a beaucoup aide mais le dispositif est insuffisant  cet accompagnement existe depuis plusieurs annees alors qu il  ne m a ete propose que l annee derniere  ce dispositif aurait du m etre propose depuis longtemps    il dure 1 an et comprend 12 rendez vous  c est insuffisant  il vaut mieux 12 rendez vous sur 6 mois renouvelable  j ai besoin d un soutien rapproche  lorsque je rencontrais mon conseiller  cela me remotivait  me redonnait le moral pour avancer dans ma recherche d emploi  il me conseillait  me donnait des pistes  ce bienfait durait 1 semaine et apres  pendant 3 semaines  jusqu au prochain rendez vous  je n arrivais plus a avancer car j etais decourage    l etalement des rendez vous me dessert car l emploi n attend pas    cela fait 30 ans que je suis a repetition au chomage et je suis au rsa et la precarite demoralise    et la recherche d emploi aussi  j ai candidate pour un poste recemment mais je n ai pas ete prise  les tests que j ai passes pour cet emploi etaient pourtant presque tous satisfaisants  mais je n ai presque jamais le profil correspondant aux exigences ou aux criteres  officiels ou officieux  des societes qui recrutent ;0;0;0;0;1;0.0;0.0;['global', 'insuffis', 'longtemp', 'insuffis', 'vaut', 'renouvel', 'soutien', 'rapproch', 'remotiv', 'redon', 'moral', 'pist', 'bienf', 'arriv', 'decourag', 'etal', 'dessert', 'attend', 'repetit', 'chomag', 'rsa', 'precarit', 'demoralis', 'recent', 'test', 'satisfais', 'profil', 'exigent', 'criter', 'officiel', 'offici', 'societ', 'recrutent'];global insuffis longtemp insuffis vaut renouvel soutien rapproch remotiv redon moral pist bienf arriv decourag etal dessert attend repetit chomag rsa precarit demoralis recent test satisfais profil exigent criter officiel offici societ recrutent;0
bonjour je suis depuis plusieurs mois dans l impossibilite d aller sur le site pole emploie via mon pc et personne n est capable de m apporter une reponse claire  pour m actualiser je suis oblige de passer par mon telephone  mais je ne peux change mon cv et mes objectifs parce que c est trop petit pour moi  ;1;1;0;0;0;0.0;0.0;['impossibilit', 'pc', 'capabl', 'apport', 'repons', 'object'];impossibilit pc capabl apport repons object;1
ca fait presque 18 mois que je suis au chomage  je n ai jamais vu de conseiller   par contre je recois plein de mail deconnecte de la realite   comme si j avais encore 20 ans et etait sans diplome   faites travailler des humains et pas des ai    elles sont nulles pour comprendre la realite  ;1;0;0;1;0;0.0;0.0;['18', 'chomag', 'deconnect', 'null'];18 chomag deconnect null;1
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   ce n est pas du tout mon  ressenti  mais mon veritable vecu  confirme  notamment  par le message ci dessous et  en ligne  sur le site du pole emploi  pole emploi accueil pole emploi service indisponible nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement  si vous le souhaitez vous pouvez acceder a votre espace personnel   2018 pole emploi  tous droits reserves    j en suis donc desole   sincerement   un minuscule quinquagenaire;1;0;0;0;0;0.0;0.0;['confirm', 'dessous', 'indisponibl', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', '2018', 'reserv', 'desol', 'sincer', 'minuscul', 'quinquagenair'];confirm dessous indisponibl prion desagr inviton connect ulterieur 2018 reserv desol sincer minuscul quinquagenair;-1
suite fin de missions interim en decembre 2022  prise de contact avec pole emploi  avec  ma  conseillere et via mon espace  debut janvier 2023 pour transmettre les justificatifs en vue de leur etude et indemnisation mensuelle  le 23 janvier 2023  j apprends  parce que je telephone au 3949 et que j attends 20 minutes  qu il me faudra attendre quelques semaines   je ne vis pas d amour et d eau fraiche  helas  defaut de communication gravissimes ;1;0;1;1;0;0.0;0.0;['interim', 'contact', 'justif', 'etud', 'indemnis', '23', 'apprend', '3949', 'attend', 'amour', 'eau', 'fraich', 'hel', 'defaut', 'gravissim'];interim contact justif etud indemnis 23 apprend 3949 attend amour eau fraich hel defaut gravissim;-1
